0 4
1 4
2 2
3 3
4 3
5 4
6 1
7 2
8 1
9 1
10 4
11 0
12 2
13 1
14 1
15 1
16 1
17 3
18 4
19 2
20 3
21 2
22 1
23 3
24 4
25 4
26 1
27 1
28 1
29 2
30 3
31 3
32 2
33 0
34 3
35 4
36 1
37 3
38 3
39 2
40 3
41 4
42 4
43 1
44 2
45 3
46 3
47 3
48 4
49 2
50 0
51 2
52 4
53 0
54 2
55 3
56 4
57 1
58 1
59 0
60 2
61 0
62 1
63 1
64 1
65 3
66 4
67 0
68 0
69 4
70 0
71 2
72 3
73 1
74 1
75 4
76 1
77 1
78 1
79 2
80 3
81 4
82 2
83 1
84 1
85 3
86 4
87 1
88 2
89 2
90 0
91 0
92 4
93 4
94 2
95 2
96 3
97 1
98 3
99 4
