0 1
1 0.231798
2 0.0565306
3 0.0160765
4 -0.011802
5 0.075921
6 -0.164743
7 -0.209686
8 -0.18982
9 -0.171191
10 -0.264795
11 -0.091909
12 -0.0118067
13 -0.0612
14 0.107278
15 -0.0828978
16 0.166829
17 0.217496
18 0.0982145
19 0.0768705
20 -0.0215227
